name and surname,preferences
Jenna Harrison,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Lilianna Hall,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Oliver Warren,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Antony Hamilton,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Sophia Stewart,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Lydia Henderson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Connie Casey,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dominik Grant,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Vanessa Ferguson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Rubie Evans,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Brianna Chapman,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Grace Warren,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Tara Phillips,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Derek Ross,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Grace Turner,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Honey Perry,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Haris Parker,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Jordan Howard,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jared Grant,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
David Ryan,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Chelsea Rogers,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Hailey Thomas,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Kimberly Moore,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Thomas Montgomery,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Bruce Johnston,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Lydia Alexander,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Maria Nelson,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alford Perry,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Elise Higgins,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lucy Nelson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Savana Harrison,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Chester Farrell,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Daisy Richards,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Cherry Johnson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sienna Kelly,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Melissa Johnston,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Walter Carroll,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Emma Elliott,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Haris Gray,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Julia Johnson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Oscar Clark,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Lucy Brown,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Garry Holmes,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Briony Roberts,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Kelvin Alexander,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dale Hunt,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Belinda Phillips,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Gianna Reed,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Isabella Hall,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Florrie Perry,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Deanna Montgomery,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Julian Cooper,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Abigail Hawkins,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Leonardo Ryan,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Jordan Dixon,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Victoria Perkins,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Mike Wells,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Alford Payne,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Gianna Payne,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Maddie Morrison,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Elian Mitchell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Adam Warren,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Deanna Richards,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Dainton Richards,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Melissa Perry,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Ryan Cooper,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Spike Bailey,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Dale Perkins,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Sofia Robinson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Florrie Mason,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Naomi Baker,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Jack Allen,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Emily Montgomery,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
George Martin,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Abraham Barrett,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Marcus Bailey,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Thomas Adams,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Alford Harris,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ned Jones,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Jordan Mason,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Alissa Adams,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Honey Evans,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Kirsten Phillips,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Jasmine Harper,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
James Grant,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Aston Armstrong,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Fiona Murphy,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Harold Carroll,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Cadie Owens,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Maximilian Mason,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sydney Smith,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Oscar Warren,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Emily Richardson,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Spike Scott,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Victoria Taylor,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Emma Riley,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Oscar Harris,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Rubie Kelly,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Mike Cole,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Ada Phillips,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kellan Lloyd,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Maddie Brooks,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Brooke Bennett,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Lydia Edwards,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
April Wells,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Martin Harper,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sam Foster,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Maddie Casey,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Sofia Crawford,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Fiona Campbell,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Luke Hill,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Dale Stevens,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
April Allen,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Madaline Warren,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Lucia Adams,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Mary Wright,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Arianna Gray,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Michelle Morrison,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Annabella Foster,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Sam Howard,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Savana Phillips,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Ryan Walker,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Maya Chapman,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Roman Grant,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Leonardo Morgan,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edith Morris,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Brad Henderson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Florrie Barnes,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Leonardo Owens,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Lydia Roberts,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Aldus Harper,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Eric Davis,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Alford Taylor,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Kate Mason,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Emily Hamilton,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Eleanor Johnston,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Brooke Walker,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Lucy Morgan,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Adele Robinson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Carina Moore,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Alford Spencer,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Henry Hall,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
George Mitchell,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Caroline Adams,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Edith Montgomery,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Marcus Wright,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Stuart Douglas,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
David Douglas,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Rafael Cooper,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Kevin Farrell,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Victoria Morgan,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Annabella Kelly,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
David Richards,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Jasmine Murray,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Walter Grant,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Aldus Carter,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Hailey Taylor,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Adele Wilson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Julian Ellis,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Sydney Harrison,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Madaline Bennett,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Nicholas Payne,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Preston Cole,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Stuart Wright,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Heather Stevens,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Ned Martin,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Camila Howard,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Edward Hall,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Brianna Hawkins,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Adam Carter,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Rosie Adams,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Carlos Gray,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Freddie Gray,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Nicole Turner,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Arthur Baker,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Patrick Johnson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Agata Ferguson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Rubie Russell,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Oliver Douglas,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Maria Cole,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Hailey Ross,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Richard Moore,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Thomas Jones,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Melissa Morgan,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ada Moore,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Adele Morrison,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Aldus Martin,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dexter Andrews,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Edward Taylor,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Max Turner,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Alina Carter,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
John Henderson,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Tyler Phillips,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Jared Elliott,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Patrick Barrett,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Charlotte Scott,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Steven Robinson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Darcy Cameron,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Cadie Armstrong,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Camila Carroll,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Connie Parker,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Melissa Watson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Dominik Murray,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Daisy Brown,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Carina Foster,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
James Chapman,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Amber Dixon,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Stuart Cameron,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Brianna Howard,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Preston Morris,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Heather Spencer,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Amy Thomas,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Carina Roberts,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Kevin Bennett,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Maximilian Rogers,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Edith Stevens,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Arianna Gibson,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alina Hawkins,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Jenna Douglas,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sarah Carroll,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Evelyn Carroll,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kate Ross,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Nicole Anderson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Rubie Davis,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Aston Carroll,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Lyndon Ryan,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Agata Harrison,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Michelle Fowler,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Patrick Taylor,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Darcy Ellis,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Harold Hawkins,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Arthur Hill,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Derek Johnson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Alexia Andrews,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
William Hamilton,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Briony Alexander,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Rafael Cunningham,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alexia Stewart,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Charlie Hamilton,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alford Adams,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Ryan Perry,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Jenna Hall,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Rubie Ellis,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Emily Johnson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Honey Chapman,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Jasmine Brown,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Victor Russell,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Michael Wright,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Miller Thompson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kellan Roberts,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Miranda Kelly,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Rebecca Jones,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Kevin Spencer,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Max Russell,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Rafael Carroll,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Kristian Myers,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Arnold Morris,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Julia Richards,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Jessica Hunt,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Kimberly Warren,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Frederick Wilson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Dale Morgan,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Heather Rogers,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Martin Robinson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Chloe Stewart,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Amelia Richardson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Sam Cooper,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Anna Henderson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Roman Rogers,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Justin Howard,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
James Harper,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Carina Reed,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Adison Higgins,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Paige Fowler,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Rosie Watson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Vivian Thomas,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
David Dixon,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Lucas Bennett,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Naomi Andrews,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Ryan Anderson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
James Smith,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Henry Morgan,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Myra Montgomery,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Naomi Adams,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Amber Hunt,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Amber Williams,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Henry Nelson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Joyce Nelson,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Adelaide Carter,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Arianna Walker,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Ellia Hill,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Tara Bennett,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Tiana Cooper,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Jordan Fowler,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Belinda Allen,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Dominik Gray,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Sophia Hall,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Jared Thomas,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Daisy Bailey,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Abigail Myers,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Walter Farrell,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Sydney Myers,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Max Mitchell,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Honey Brooks,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Rafael Ferguson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Amy Cole,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Leonardo Thomas,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Henry Roberts,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alissa Russell,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Alen Nelson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Rebecca Henderson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Arianna Crawford,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Heather Evans,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Henry Cameron,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Adrian Gray,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Melissa Murphy,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Michelle Johnson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Edgar Bennett,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Miley Crawford,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Edwin Alexander,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Tyler Johnson,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Martin Stevens,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Alina Dixon,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Luke Gibson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Naomi Ellis,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Florrie Hill,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Edward Miller,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Paul Cunningham,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Anna Grant,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Alan Russell,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Richard Perry,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Stella Barrett,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Lana Gray,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Samantha Carroll,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Dexter Montgomery,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Stella Owens,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sarah Lloyd,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
James Anderson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lucia Hall,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
