,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
5780,Dominik,Alexander,27,3,high school diploma,1,7,Instruction
5781,Wilson,Thomas,18,0,compulsory school,1,0,Worker
5782,Maddie,Perry,30,2,three-year degree,5,3,Economic
5783,Ada,Wright,23,0,high school diploma,2,0,Generic
5784,Maximilian,Holmes,24,1,three-year degree,2,0,Instruction
5785,Edward,Mason,28,3,high school diploma,0,3,Instruction
5786,Justin,Barnes,20,0,high school diploma,1,1,Worker
5787,Brianna,Watson,29,1,high school diploma,1,3,Generic
5788,Evelyn,Ross,27,0,compulsory school,0,3,Generic
5789,Jared,Howard,19,0,compulsory school,1,2,Worker
5790,Alina,Wells,27,3,three-year degree,0,1,Economic
5791,Lyndon,Johnston,27,0,high school diploma,0,3,Worker
5792,Patrick,Campbell,24,1,high school diploma,0,0,Generic
5793,Ryan,Harper,27,2,high school diploma,2,3,Generic
5794,Emma,Baker,18,0,high school diploma,0,2,Worker
5795,Fenton,Grant,20,0,high school diploma,1,0,Economic
5796,Charlie,Stevens,22,0,three-year degree,0,3,Instruction
5797,Clark,Carroll,28,1,compulsory school,0,5,Generic
5798,Reid,Henderson,19,0,high school diploma,0,2,healthcare
5799,Tiana,Kelly,22,0,three-year degree,1,2,healthcare
5800,Sam,Ryan,25,0,high school diploma,0,0,Generic
5801,Carlos,Cunningham,26,2,high school diploma,0,3,Informatics
5802,Heather,Warren,27,3,high school diploma,1,1,Generic
5803,Roman,Hawkins,22,0,three-year degree,1,0,healthcare
5804,Max,Richards,28,1,high school diploma,0,3,Informatics
5805,Melissa,Smith,23,0,high school diploma,2,0,Generic
5806,John,Gibson,19,0,compulsory school,1,0,Worker
5807,Valeria,Hawkins,23,0,high school diploma,0,0,Economic
5808,Dale,Casey,22,0,high school diploma,0,0,Generic
5809,Florrie,Higgins,30,2,high school diploma,5,1,healthcare
5810,Michael,Morrison,22,0,high school diploma,0,4,Worker
5811,Walter,Sullivan,25,1,master degree,0,0,Instruction
5812,Dexter,Rogers,27,0,high school diploma,0,0,Worker
5813,Adelaide,Cunningham,26,3,high school diploma,0,3,Instruction
5814,Adrianna,Myers,26,1,three-year degree,0,3,Economic
5815,Sam,Morgan,29,3,master degree,5,1,Informatics
5816,Kirsten,Kelley,19,0,high school diploma,1,0,Generic
5817,Vanessa,Watson,25,2,high school diploma,0,0,Worker
5818,Vivian,Morgan,23,0,high school diploma,3,0,Generic
5819,Rubie,Hill,28,3,high school diploma,0,0,Generic
5820,Jasmine,Craig,21,0,high school diploma,0,1,Informatics
5821,Vanessa,Perkins,22,0,high school diploma,0,0,Generic
5822,Sam,Martin,24,0,high school diploma,0,0,Generic
5823,Walter,Wells,18,0,compulsory school,0,0,Generic
5824,Reid,Miller,29,1,high school diploma,0,0,Generic
5825,Maya,Mason,23,0,high school diploma,2,1,Generic
5826,Evelyn,Barrett,29,1,master degree,7,1,Informatics
5827,Oscar,Harris,30,3,compulsory school,7,0,Generic
5828,Heather,Johnson,28,0,three-year degree,0,0,Informatics
5829,Dale,Armstrong,22,0,high school diploma,0,2,Generic
5830,Aiden,Barrett,21,0,high school diploma,1,0,Generic
5831,Arnold,Reed,22,0,high school diploma,1,0,Worker
5832,Ned,Clark,27,2,high school diploma,0,5,Economic
5833,Adrian,Wells,23,0,high school diploma,0,0,Economic
5834,Emily,Cunningham,20,0,high school diploma,1,2,Generic
5835,Carl,Rogers,26,2,three-year degree,0,3,Instruction
5836,Cadie,Johnson,26,3,three-year degree,1,3,healthcare
5837,Annabella,Elliott,21,0,high school diploma,1,0,Generic
5838,Dainton,Phillips,24,3,high school diploma,3,0,Generic
5839,Paul,Murphy,26,3,high school diploma,0,0,Worker
5840,Miranda,Stevens,18,0,high school diploma,1,0,Generic
5841,Darcy,Stewart,19,0,high school diploma,1,1,Generic
5842,Robert,Williams,30,2,high school diploma,8,1,Informatics
5843,Ellia,Andrews,21,0,high school diploma,0,0,Informatics
5844,Cadie,Scott,21,0,high school diploma,1,0,Economic
5845,Spike,Miller,26,0,high school diploma,2,3,Generic
5846,Eleanor,Anderson,25,0,high school diploma,0,0,healthcare
5847,Aiden,Fowler,28,1,three-year degree,0,3,Instruction
5848,Adrianna,Howard,25,1,high school diploma,0,1,Economic
5849,Dexter,Henderson,24,0,high school diploma,1,0,Economic
5850,Alina,Harris,27,2,three-year degree,0,3,Informatics
5851,Thomas,West,21,0,high school diploma,1,1,Worker
5852,Henry,Elliott,18,0,high school diploma,0,0,Worker
5853,Leonardo,Williams,20,0,high school diploma,0,0,Generic
5854,Camila,Craig,19,0,high school diploma,1,0,Instruction
5855,Paige,Mason,26,2,high school diploma,1,0,Worker
5856,Caroline,Bennett,25,2,high school diploma,0,0,Generic
5857,Spike,Nelson,24,3,high school diploma,0,1,Generic
5858,Alexander,Parker,27,3,high school diploma,0,3,Instruction
5859,Adelaide,Murray,30,1,high school diploma,8,3,Economic
5860,Miller,Phillips,24,1,high school diploma,0,0,Generic
5861,Preston,Spencer,18,0,high school diploma,0,0,healthcare
5862,Jack,Morgan,25,0,high school diploma,0,0,Generic
5863,Sophia,Murray,30,1,high school diploma,7,3,healthcare
5864,Lucas,Harrison,24,2,high school diploma,0,0,Instruction
5865,Ryan,Adams,23,0,three-year degree,1,1,healthcare
5866,Alen,Turner,27,1,high school diploma,2,1,Instruction
5867,Alford,Edwards,25,0,high school diploma,1,0,Instruction
5868,Maddie,Russell,28,2,high school diploma,0,1,Generic
5869,Brad,Davis,21,0,high school diploma,1,0,Generic
5870,Roman,Mitchell,28,1,high school diploma,0,0,Generic
5871,Emma,Riley,29,2,high school diploma,8,3,Generic
5872,Reid,Ellis,26,2,compulsory school,0,3,Worker
5873,Maximilian,Davis,27,3,three-year degree,0,1,Instruction
5874,Blake,Foster,28,0,high school diploma,0,7,Informatics
5875,Kelsey,Richards,24,1,three-year degree,2,1,Economic
5876,Lana,Cunningham,20,0,high school diploma,1,2,Instruction
5877,Julia,Moore,22,0,high school diploma,1,0,Generic
5878,Garry,Barnes,27,3,three-year degree,0,3,Instruction
5879,Ted,Rogers,24,2,three-year degree,1,0,Economic
5880,Kelsey,Bennett,24,3,high school diploma,4,0,Generic
5881,Grace,Farrell,23,0,high school diploma,0,0,Worker
5882,Ryan,Hamilton,27,1,high school diploma,0,0,Economic
5883,Abigail,Campbell,19,0,high school diploma,1,0,healthcare
5884,Edith,Parker,19,0,high school diploma,0,0,Generic
5885,Elian,Dixon,20,0,high school diploma,0,2,Worker
5886,Julia,Morrison,28,1,high school diploma,0,0,Generic
5887,Audrey,Morris,29,2,compulsory school,5,1,Generic
5888,Chloe,Dixon,18,0,high school diploma,1,1,Informatics
5889,Andrew,Perry,25,2,master degree,2,0,Informatics
5890,Kelsey,Kelly,27,1,high school diploma,1,1,healthcare
5891,Arianna,Martin,30,2,high school diploma,3,0,Informatics
5892,Sydney,Martin,29,0,Ph.D,8,3,Instruction
5893,Eric,Phillips,24,1,high school diploma,0,2,Generic
5894,Grace,Barrett,30,0,compulsory school,8,3,Generic
5895,Penelope,Rogers,20,0,high school diploma,1,0,Worker
5896,Alan,Taylor,23,0,three-year degree,3,0,Economic
5897,Antony,Montgomery,26,0,high school diploma,2,0,Generic
5898,Emily,Ferguson,18,0,compulsory school,0,0,Worker
5899,Dominik,Douglas,24,0,high school diploma,0,0,Generic
5900,Savana,Riley,30,0,master,7,5,Informatics
5901,James,Sullivan,19,0,high school diploma,0,0,Generic
5902,Derek,Gray,20,0,high school diploma,0,0,Informatics
5903,Julia,Carroll,21,0,high school diploma,0,0,Informatics
5904,Jessica,Murray,24,1,high school diploma,0,0,Worker
5905,Aida,Chapman,23,0,high school diploma,2,0,Generic
5906,Lyndon,Hall,23,0,high school diploma,3,1,Worker
5907,Kimberly,Roberts,28,1,compulsory school,3,1,Worker
5908,Kimberly,Mitchell,19,0,compulsory school,0,0,Generic
5909,Frederick,Johnson,22,0,high school diploma,1,0,Worker
5910,Alfred,Ferguson,21,0,high school diploma,1,0,Generic
5911,Carl,Anderson,22,0,high school diploma,1,1,Economic
5912,Adelaide,Smith,22,0,high school diploma,1,0,Instruction
5913,Brooke,Armstrong,23,0,high school diploma,0,2,Worker
5914,George,Miller,24,2,three-year degree,0,1,Economic
5915,April,Hill,28,0,high school diploma,0,1,Informatics
5916,Chelsea,Harper,24,0,high school diploma,0,0,Economic
5917,Sabrina,West,20,0,high school diploma,0,0,Economic
5918,Luke,Mason,28,2,compulsory school,4,3,Generic
5919,Kevin,Ross,20,0,high school diploma,1,0,Generic
5920,Michael,Myers,23,0,three-year degree,0,1,Informatics
5921,Charlotte,Warren,28,3,three-year degree,0,7,Economic
5922,April,Thompson,25,0,three-year degree,0,0,Instruction
5923,Mike,Robinson,27,3,three-year degree,0,3,Informatics
5924,Ted,Lloyd,26,1,high school diploma,0,5,Informatics
5925,Roman,Ross,26,1,high school diploma,0,0,Informatics
5926,Annabella,Grant,29,1,high school diploma,3,1,Generic
5927,Maria,Thompson,22,0,high school diploma,0,1,Generic
5928,Patrick,Farrell,19,0,high school diploma,1,1,Informatics
5929,Derek,Harris,22,0,three-year degree,1,0,healthcare
5930,Kevin,Williams,18,0,high school diploma,0,0,Informatics
5931,Catherine,Ellis,29,2,high school diploma,8,3,healthcare
5932,Edward,Watson,27,0,three-year degree,0,0,healthcare
5933,Vivian,Baker,25,1,three-year degree,0,1,Economic
5934,Brad,Jones,29,3,three-year degree,0,3,healthcare
5935,Daisy,Wilson,20,0,high school diploma,0,1,Worker
5936,Spike,Scott,29,3,compulsory school,7,1,Generic
5937,Jared,Wells,21,0,high school diploma,1,0,Worker
5938,Andrew,Warren,22,0,high school diploma,1,1,Generic
5939,Victor,Barrett,27,2,high school diploma,1,0,Generic
5940,Jenna,Hawkins,24,1,high school diploma,0,2,Informatics
5941,Naomi,Hamilton,29,3,master degree,7,0,healthcare
5942,Daisy,Mason,29,3,three-year degree,3,1,Economic
5943,Belinda,Ferguson,26,3,three-year degree,0,5,Informatics
5944,Chester,Ellis,30,3,high school diploma,8,1,Informatics
5945,Luke,Murphy,29,1,master,5,0,healthcare
5946,Miley,Adams,21,0,high school diploma,0,0,Informatics
5947,Jacob,Smith,27,1,master degree,0,0,Informatics
5948,Brooke,Barnes,22,0,high school diploma,0,0,Worker
5949,Elise,Johnson,25,1,compulsory school,2,0,Worker
5950,Ted,Richards,28,1,master degree,2,0,healthcare
5951,Blake,Johnson,24,1,three-year degree,2,0,healthcare
5952,Isabella,Carter,25,3,high school diploma,0,0,Worker
5953,Briony,West,22,0,three-year degree,1,1,healthcare
5954,Michael,Riley,20,0,high school diploma,1,0,Generic
5955,Eleanor,Ellis,30,2,high school diploma,8,3,Economic
5956,Dominik,Baker,29,1,high school diploma,7,3,Economic
5957,Eddy,Hamilton,21,0,high school diploma,1,1,Worker
5958,Byron,Mitchell,18,0,high school diploma,0,0,Generic
5959,Martin,Bennett,28,0,high school diploma,0,1,Informatics
5960,Henry,Mason,28,0,high school diploma,0,1,Economic
5961,Cherry,Richardson,18,0,high school diploma,1,0,Worker
5962,Kimberly,Jones,28,3,high school diploma,0,0,Worker
5963,Martin,Nelson,23,0,high school diploma,0,0,Worker
5964,Heather,Adams,18,0,high school diploma,0,0,healthcare
5965,Charlotte,Russell,19,0,high school diploma,1,0,Instruction
5966,Alfred,Casey,28,2,high school diploma,0,1,Economic
5967,Cadie,Johnston,30,1,three-year degree,1,1,Informatics
5968,Kelsey,Hawkins,18,0,high school diploma,1,3,Worker
5969,Tara,Thompson,21,0,compulsory school,1,0,Generic
5970,Carlos,Johnston,21,0,high school diploma,0,0,Informatics
5971,Bruce,Hamilton,25,1,high school diploma,0,1,Informatics
5972,Lyndon,Elliott,19,0,high school diploma,0,0,Economic
5973,Ashton,Johnston,28,1,master degree,4,0,Economic
5974,Alan,Wells,19,0,high school diploma,1,0,Worker
5975,Adrianna,Morris,30,0,high school diploma,5,3,Informatics
5976,Heather,Hamilton,28,3,high school diploma,0,1,Worker
5977,Garry,Brown,24,1,high school diploma,0,0,Worker
5978,Vanessa,Cunningham,29,1,high school diploma,5,5,Instruction
5979,Savana,Farrell,23,0,high school diploma,0,0,Generic
5980,Adam,Parker,20,0,high school diploma,1,0,Economic
5981,Chester,Ferguson,28,3,high school diploma,0,3,Informatics
5982,Olivia,Sullivan,26,0,high school diploma,0,0,healthcare
5983,Kellan,Reed,22,0,high school diploma,0,0,Generic
5984,Adele,Cole,18,0,high school diploma,1,0,Generic
5985,Tiana,Cole,19,0,high school diploma,0,0,Generic
5986,Chester,Thomas,28,3,three-year degree,0,0,healthcare
5987,Michael,Fowler,29,2,high school diploma,8,1,Informatics
5988,Sawyer,Hill,22,0,high school diploma,1,0,Informatics
5989,Lana,Wilson,20,0,high school diploma,0,0,Worker
5990,Victoria,Richardson,25,2,high school diploma,0,0,Worker
5991,Marcus,Craig,20,0,high school diploma,0,0,Generic
5992,Adam,Harrison,21,0,high school diploma,1,0,Worker
5993,Aldus,Campbell,30,2,high school diploma,8,0,healthcare
5994,Abigail,Richards,25,0,three-year degree,0,0,Informatics
5995,Ryan,Harrison,30,0,three-year degree,3,0,healthcare
5996,Marcus,Ferguson,27,3,high school diploma,0,0,Generic
5997,George,Ferguson,26,1,three-year degree,0,1,Economic
5998,Catherine,Watson,22,0,high school diploma,1,2,Economic
5999,Anna,Baker,27,1,three-year degree,0,3,healthcare
6000,Emma,Morgan,25,3,high school diploma,0,1,Generic
6001,Lydia,Myers,26,1,high school diploma,0,3,Economic
6002,Paul,Baker,27,0,high school diploma,0,1,healthcare
6003,Mike,Foster,23,0,high school diploma,0,1,Generic
6004,Valeria,Johnson,28,3,compulsory school,0,0,Generic
6005,Edgar,Johnson,30,1,high school diploma,5,3,healthcare
6006,Rafael,Brooks,20,0,high school diploma,0,0,Instruction
6007,Melanie,Kelley,30,3,high school diploma,1,0,Informatics
6008,Lucas,Elliott,27,3,high school diploma,0,1,healthcare
6009,Carlos,Hill,30,3,master,5,9,Economic
6010,Lucas,Richards,20,0,high school diploma,0,0,Worker
6011,Jessica,Kelly,18,0,high school diploma,1,0,Informatics
6012,Evelyn,Hunt,24,3,high school diploma,3,0,Instruction
6013,Roland,Armstrong,18,0,high school diploma,1,0,Generic
6014,Anna,Ryan,25,3,three-year degree,0,0,Informatics
6015,Martin,Rogers,29,2,master,5,1,healthcare
6016,Roland,Murphy,29,3,high school diploma,3,3,Informatics
6017,Samantha,Campbell,26,0,master degree,2,1,Informatics
6018,Alexander,Hamilton,30,1,high school diploma,5,1,Worker
6019,Ellia,Lloyd,22,0,high school diploma,0,0,Informatics
6020,Kate,Campbell,29,2,high school diploma,7,0,Informatics
6021,Daisy,Fowler,29,0,compulsory school,8,7,Generic
6022,Penelope,Fowler,26,3,three-year degree,0,5,Instruction
6023,Robert,Gibson,30,3,high school diploma,8,1,Generic
6024,Aston,Perry,19,0,high school diploma,1,0,Worker
6025,Aida,Kelly,18,0,high school diploma,0,0,Generic
6026,Kelvin,Foster,26,2,high school diploma,0,1,Generic
6027,David,Riley,30,1,high school diploma,8,1,Instruction
6028,Adam,Johnson,29,1,three-year degree,3,3,Instruction
6029,Spike,Adams,21,0,compulsory school,1,0,Worker
6030,Alisa,Craig,18,0,high school diploma,0,0,healthcare
6031,Justin,Taylor,18,0,high school diploma,1,0,Worker
6032,Vivian,Phillips,30,2,high school diploma,7,1,Generic
6033,Cherry,Craig,27,3,high school diploma,0,1,Worker
6034,Sam,Reed,20,0,high school diploma,1,0,healthcare
6035,Rubie,Hall,22,0,three-year degree,1,1,healthcare
6036,Rosie,Jones,30,1,high school diploma,7,0,Generic
6037,Amanda,Armstrong,23,0,three-year degree,0,0,Informatics
6038,Amanda,Russell,25,3,three-year degree,0,0,healthcare
6039,Anna,Nelson,24,0,high school diploma,0,0,Generic
6040,Arthur,Evans,21,0,high school diploma,1,4,Generic
6041,Rebecca,Richardson,30,0,three-year degree,8,5,Instruction
6042,Tara,Montgomery,23,0,high school diploma,0,0,Worker
6043,Savana,Carter,26,3,high school diploma,1,5,Generic
6044,Sydney,West,23,0,high school diploma,2,0,Generic
6045,Violet,Gray,18,0,high school diploma,0,0,Generic
6046,Savana,Richardson,29,3,three-year degree,5,1,Informatics
6047,Oliver,Brown,30,3,master degree,7,3,Instruction
6048,William,Casey,21,0,high school diploma,0,1,Instruction
6049,Julia,Foster,19,0,high school diploma,1,3,Generic
6050,Carlos,Higgins,26,0,three-year degree,1,3,Economic
6051,Patrick,Casey,23,0,high school diploma,0,0,Worker
6052,Melissa,Owens,19,0,high school diploma,0,0,Economic
6053,Amy,Campbell,19,0,high school diploma,1,0,Generic
6054,Lydia,Martin,24,1,high school diploma,0,0,healthcare
6055,Michelle,Henderson,23,0,high school diploma,0,0,Generic
6056,Hailey,Hill,27,1,three-year degree,0,5,Economic
6057,Jordan,Davis,18,0,high school diploma,0,0,Worker
6058,Samantha,Richardson,18,0,high school diploma,1,0,Informatics
6059,Madaline,Murphy,24,1,high school diploma,0,0,Informatics
6060,Albert,Barnes,29,0,high school diploma,5,1,healthcare
6061,Steven,Cooper,19,0,high school diploma,1,0,Economic
6062,Tyler,Hamilton,24,2,high school diploma,0,0,Generic
6063,Maddie,Rogers,21,0,high school diploma,0,0,Generic
6064,Kevin,Craig,18,0,high school diploma,1,0,Worker
6065,Amber,Montgomery,20,0,high school diploma,1,0,Generic
6066,Melissa,Casey,20,0,high school diploma,0,0,Informatics
6067,Adrian,Myers,24,1,three-year degree,0,0,Instruction
6068,Carl,Spencer,26,3,high school diploma,4,0,Economic
6069,Derek,Barrett,30,1,high school diploma,7,1,Instruction
6070,Chester,Morgan,20,0,high school diploma,1,0,Worker
6071,Adam,Lloyd,21,0,high school diploma,1,1,Worker
6072,Sofia,Stevens,18,0,compulsory school,1,0,Generic
6073,Vincent,Cooper,23,0,high school diploma,2,0,Worker
6074,Dominik,Carter,27,1,high school diploma,4,5,Informatics
6075,Paul,Anderson,24,1,high school diploma,0,1,Generic
6076,Penelope,Williams,19,0,high school diploma,1,0,Generic
6077,Adam,Foster,24,1,high school diploma,0,0,Generic
6078,Annabella,Robinson,21,0,high school diploma,0,0,Worker
6079,Lydia,Cameron,22,0,high school diploma,0,3,Generic
6080,Connie,Walker,21,0,high school diploma,0,0,Instruction
6081,Adrianna,Gibson,20,0,high school diploma,1,0,Generic
6082,Caroline,Allen,28,2,three-year degree,0,3,Instruction
6083,Valeria,Ryan,27,1,three-year degree,0,3,Informatics
6084,George,Adams,21,0,high school diploma,0,0,Worker
6085,Kimberly,Edwards,29,2,master,5,1,healthcare
6086,Gianna,Myers,20,0,high school diploma,0,1,Informatics
6087,Dainton,Montgomery,26,0,high school diploma,2,0,Instruction
6088,Naomi,Montgomery,23,0,high school diploma,0,0,Instruction
6089,Carlos,Cole,24,0,high school diploma,0,0,Worker
6090,Vivian,Scott,23,0,high school diploma,0,0,Instruction
6091,Emma,Armstrong,26,2,high school diploma,0,0,healthcare
6092,Robert,Kelly,24,0,high school diploma,0,0,Informatics
6093,Daisy,Turner,26,3,master degree,0,1,Informatics
6094,Amelia,Wilson,22,0,high school diploma,0,0,Worker
6095,Kelsey,Stevens,27,2,master degree,0,3,Instruction
6096,Tony,Evans,20,0,high school diploma,0,0,healthcare
6097,Ryan,Chapman,28,2,high school diploma,0,0,Generic
6098,Sarah,Montgomery,20,0,compulsory school,0,0,Worker
6099,Edith,Allen,24,0,high school diploma,1,0,Worker
6100,Victoria,Harris,30,0,high school diploma,8,0,Generic
6101,Michelle,Roberts,26,1,three-year degree,0,1,healthcare
6102,Clark,Spencer,21,0,high school diploma,0,0,Economic
6103,Amy,Ferguson,22,0,three-year degree,1,0,Instruction
6104,Paul,Mason,23,0,high school diploma,0,1,Worker
6105,Michael,Ryan,24,3,high school diploma,0,0,Instruction
6106,Sydney,Williams,25,1,compulsory school,0,2,Generic
6107,Andrew,Allen,29,3,three-year degree,5,1,Informatics
6108,Aston,Russell,27,3,high school diploma,0,1,Generic
6109,Lucas,Myers,18,0,high school diploma,0,0,Worker
6110,Kristian,Harris,25,3,compulsory school,0,0,Worker
6111,Haris,Cameron,30,3,high school diploma,5,3,Worker
6112,Miley,Russell,19,0,high school diploma,0,1,Instruction
6113,Brianna,Spencer,21,0,high school diploma,1,3,Informatics
6114,Ada,Campbell,30,2,high school diploma,7,1,Generic
6115,Stella,Riley,27,2,master degree,1,1,Economic
6116,Mike,Gray,19,0,high school diploma,0,2,Worker
6117,Eleanor,Warren,22,0,high school diploma,0,1,Generic
6118,Daryl,Elliott,28,3,high school diploma,2,0,Generic
6119,Garry,Thomas,25,2,high school diploma,0,2,Generic
6120,Emily,Bailey,29,0,high school diploma,7,0,Generic
6121,Alfred,Anderson,24,0,high school diploma,1,0,Instruction
6122,Evelyn,Rogers,28,0,high school diploma,0,3,Informatics
6123,Henry,Rogers,18,0,high school diploma,1,0,Instruction
6124,Rebecca,Ferguson,24,0,high school diploma,0,2,Generic
6125,Lucas,Morgan,23,0,high school diploma,3,0,Worker
6126,Sawyer,Johnston,22,0,three-year degree,1,0,Instruction
6127,Amanda,Warren,22,0,high school diploma,1,0,Informatics
6128,Aldus,Taylor,23,0,high school diploma,4,1,Worker
6129,Alberta,Brown,27,0,high school diploma,0,0,Generic
6130,Oscar,Parker,26,2,high school diploma,0,3,healthcare
6131,Garry,Hill,29,3,compulsory school,8,3,Worker
6132,Aiden,West,25,1,three-year degree,0,0,Instruction
6133,Alina,Clark,27,3,master degree,1,1,healthcare
6134,Kellan,Ryan,30,2,high school diploma,8,1,healthcare
6135,Fenton,Thompson,29,0,three-year degree,5,1,Economic
6136,Sienna,Harrison,19,0,high school diploma,1,1,Generic
6137,Bruce,Smith,30,2,high school diploma,0,3,Generic
6138,Lucas,Morrison,30,1,high school diploma,5,0,Economic
6139,Jacob,Taylor,22,0,high school diploma,1,0,Generic
6140,Daisy,Morrison,30,3,high school diploma,8,3,Informatics
6141,Kirsten,Dixon,28,1,high school diploma,1,1,Instruction
6142,Rebecca,Ellis,21,0,high school diploma,1,0,Economic
6143,Max,Anderson,29,0,master degree,5,1,Instruction
6144,Dale,Crawford,25,3,high school diploma,0,0,Worker
6145,Ashton,Chapman,19,0,high school diploma,1,0,Economic
6146,Madaline,Carroll,18,0,high school diploma,1,0,Worker
6147,Albert,Morris,21,0,high school diploma,1,0,Economic
6148,Rebecca,Rogers,30,2,three-year degree,0,1,healthcare
6149,Fenton,Higgins,29,0,high school diploma,7,1,Instruction
6150,Dainton,Perry,27,1,compulsory school,1,0,Worker
6151,Alexander,Kelly,19,0,high school diploma,0,0,Instruction
6152,Roman,Ferguson,29,0,three-year degree,1,3,Economic
6153,Dale,Martin,23,0,three-year degree,0,0,healthcare
6154,Wilson,Farrell,28,0,high school diploma,0,0,Worker
6155,Joyce,Ross,30,3,high school diploma,7,3,Instruction
6156,Sophia,Morgan,25,0,high school diploma,3,0,Generic
6157,Emma,Dixon,22,0,high school diploma,0,0,Worker
6158,Connie,Farrell,24,3,high school diploma,1,0,Worker
6159,Abigail,Wells,18,0,high school diploma,0,0,Informatics
6160,Myra,Hunt,24,2,high school diploma,0,0,Economic
6161,John,Clark,26,0,high school diploma,0,7,Worker
6162,Jared,Cooper,24,1,high school diploma,0,3,Worker
6163,Jessica,Alexander,22,0,high school diploma,0,0,Generic
6164,Wilson,Warren,25,0,master degree,0,0,healthcare
6165,Valeria,Gibson,23,0,three-year degree,0,0,healthcare
6166,Dominik,Ross,18,0,high school diploma,1,0,Economic
6167,Miranda,Scott,25,1,high school diploma,1,0,Economic
6168,Elian,Riley,22,0,high school diploma,1,0,Informatics
6169,Spike,Riley,30,0,high school diploma,3,0,Generic
6170,Tara,Gibson,30,0,high school diploma,5,1,Informatics
6171,Edgar,Thomas,22,0,high school diploma,1,2,Worker
6172,Heather,Harper,30,0,high school diploma,5,7,Generic
6173,James,Phillips,19,0,high school diploma,1,1,Economic
6174,Lenny,Gibson,30,3,three-year degree,1,0,healthcare
6175,Stella,Morrison,18,0,high school diploma,0,0,Informatics
6176,Alissa,Warren,30,0,high school diploma,8,7,Generic
6177,Maddie,Moore,20,0,high school diploma,1,1,healthcare
6178,Marcus,Alexander,23,0,high school diploma,0,0,Worker
6179,Alexander,Perry,24,0,high school diploma,0,0,healthcare
6180,Owen,Higgins,18,0,high school diploma,1,0,Informatics
6181,Sydney,Perry,28,2,high school diploma,0,1,Generic
6182,Kelsey,Owens,19,0,high school diploma,1,2,healthcare
6183,Olivia,Elliott,22,0,high school diploma,0,0,Instruction
6184,Violet,Gibson,30,1,high school diploma,8,3,Informatics
6185,Tony,Scott,24,3,three-year degree,0,0,healthcare
6186,Ned,Ross,21,0,high school diploma,0,2,Generic
6187,Alexia,Hunt,18,0,high school diploma,1,1,healthcare
6188,Roland,Allen,28,0,high school diploma,0,3,Instruction
6189,Sofia,Morris,18,0,high school diploma,1,0,Economic
6190,Bruce,Roberts,26,0,high school diploma,3,3,Worker
6191,Myra,Lloyd,23,0,three-year degree,0,0,healthcare
6192,Caroline,Bailey,29,0,compulsory school,0,0,Generic
6193,Carlos,Smith,21,0,high school diploma,1,0,Worker
6194,Nicole,Parker,52,2,three-year degree,7,1,Economic
6195,Julian,Robinson,55,3,high school diploma,12,3,Generic
6196,Walter,Thompson,58,2,three-year degree,3,3,Informatics
6197,Freddie,Roberts,54,0,high school diploma,9,15,Generic
6198,Ted,Russell,57,3,three-year degree,9,15,healthcare
6199,Amanda,Campbell,50,0,high school diploma,15,3,Generic
6200,Edward,Cameron,59,2,three-year degree,12,5,Instruction
6201,Fenton,Dixon,57,2,high school diploma,7,3,Generic
6202,Hailey,Thompson,56,0,master degree,15,7,healthcare
6203,Ellia,Brown,59,1,high school diploma,9,7,Generic
6204,Rosie,Carter,52,2,master degree,9,5,Instruction
6205,Agata,Grant,56,1,high school diploma,1,9,Worker
6206,Camila,Hall,56,3,high school diploma,15,12,Generic
6207,Sofia,Douglas,54,1,high school diploma,20,5,Worker
6208,Sophia,Henderson,56,0,three-year degree,9,1,Instruction
6209,Naomi,Carter,59,1,high school diploma,12,20,Generic
6210,Dexter,Perry,56,2,high school diploma,5,7,Generic
6211,Violet,Bailey,54,0,high school diploma,12,1,Generic
6212,Arnold,Richards,52,1,high school diploma,15,7,Economic
6213,Violet,Thompson,53,3,high school diploma,20,3,Worker
6214,Violet,Farrell,54,0,three-year degree,9,9,Informatics
6215,William,Dixon,55,2,high school diploma,9,15,Generic
6216,Hailey,Robinson,55,0,high school diploma,9,3,Economic
6217,Sydney,Harrison,51,2,high school diploma,9,3,Generic
6218,Maximilian,Sullivan,58,3,master degree,15,1,Informatics
6219,Tara,Perkins,56,0,high school diploma,12,7,Informatics
6220,Naomi,Stewart,53,1,compulsory school,9,1,Worker
6221,Annabella,Ferguson,60,1,high school diploma,15,7,Generic
6222,Camila,Moore,58,1,high school diploma,12,15,Generic
6223,Stella,Johnson,60,2,master degree,20,3,Instruction
6224,Albert,Myers,51,3,master degree,12,9,Informatics
6225,Alexander,Mitchell,52,3,master degree,9,3,Economic
6226,Jordan,Harris,53,2,high school diploma,5,12,Economic
6227,Aldus,Bailey,60,0,master,9,3,Informatics
6228,Garry,Holmes,55,1,high school diploma,12,9,Generic
6229,Eddy,Sullivan,53,2,master,12,9,Informatics
6230,Miller,Perry,60,1,high school diploma,7,9,Generic
6231,Robert,Hill,55,3,high school diploma,9,12,Generic
6232,Preston,Johnston,56,3,compulsory school,20,3,Generic
6233,David,Chapman,51,1,high school diploma,7,9,Generic
6234,Kate,Barnes,52,3,master,9,3,Instruction
6235,Walter,Harrison,53,2,high school diploma,3,5,Generic
6236,Jenna,Fowler,55,3,high school diploma,12,9,Generic
